cwe_id,cve_id,lang,project,ref_link,vulnerability_classification
CWE-20,CVE-2018-12562,C++,cantata,https://github.com/CDrummond/cantata/commit/afc4f8315d3e96574925fb530a7004cc9e6ce3d3,
CWE-476,CVE-2018-12460,C,FFmpeg,https://github.com/FFmpeg/FFmpeg/commit/b3332a182f8ba33a34542e4a0370f38b914ccf7d,DoS 
CWE-20,CVE-2018-12459,C,FFmpeg,https://github.com/FFmpeg/FFmpeg/commit/2fc108f60f98cd00813418a8754a46476b404a3c,DoS 
CWE-20,CVE-2018-12458,C,FFmpeg,https://github.com/FFmpeg/FFmpeg/commit/e1182fac1afba92a4975917823a5f644bee7e6e8,DoS 
CWE-704,CVE-2018-12453,C,redis,https://github.com/antirez/redis/commit/c04082cf138f1f51cedf05ee9ad36fb6763cafc6,
CWE-200,CVE-2018-12436,C,wolfssl,https://github.com/wolfSSL/wolfssl/commit/9b9568d500f31f964af26ba8d01e542e1f27e5ca,+Info 
CWE-200,CVE-2018-12435,C++,botan,https://github.com/randombit/botan/commit/48fc8df51d99f9d8ba251219367b3d629cc848e3,+Info 
CWE-119,CVE-2018-12326,C,redis,https://github.com/antirez/redis/commit/9fdcc15962f9ff4baebe6fdd947816f43f730d50,Exec Code Overflow 
CWE-125,CVE-2018-12322,C,radare2,https://github.com/radare/radare2/commit/bbb4af56003c1afdad67af0c4339267ca38b1017,
CWE-125,CVE-2018-12321,C,radare2,https://github.com/radare/radare2/commit/224e6bc13fa353dd3b7f7a2334588f1c4229e58d,
CWE-416,CVE-2018-12320,C,radare2,https://github.com/radare/radare2/commit/90b71c017a7fa9732fe45fd21b245ee051b1f548,
CWE-476,CVE-2018-12249,C,mruby,https://github.com/mruby/mruby/commit/faa4eaf6803bd11669bc324b4c34e7162286bfa3,
CWE-125,CVE-2018-12248,C,mruby,https://github.com/mruby/mruby/commit/778500563a9f7ceba996937dc886bd8cde29b42b,
CWE-476,CVE-2018-12247,C,mruby,https://github.com/mruby/mruby/commit/55edae0226409de25e59922807cb09acb45731a2,
CWE-362,CVE-2018-12232,C,linux,https://github.com/torvalds/linux/commit/6d8c50dcb029872b298eea68cc6209c866fd3e14,
CWE-824,CVE-2018-11743,C,mruby,https://github.com/mruby/mruby/commit/b64ce17852b180dfeea81cf458660be41a78974d,DoS 
CWE-125,CVE-2018-11598,C,Espruino,https://github.com/espruino/Espruino/commit/bf4416ab9129ee3afd56739ea4e3cd0da5484b6b,DoS Overflow 
CWE-674,CVE-2018-11597,C,Espruino,https://github.com/espruino/Espruino/commit/51380baf17241728b6d48cdb84140b931e3e3cc5,DoS Overflow 
CWE-119,CVE-2018-11596,C,Espruino,https://github.com/espruino/Espruino/commit/ce1924193862d58cb43d3d4d9dada710a8361b89,DoS Overflow 
CWE-119,CVE-2018-11595,C,Espruino,https://github.com/espruino/Espruino/commit/0a7619875bf79877907205f6bee08465b89ff10b,DoS Overflow 
CWE-119,CVE-2018-11594,C,Espruino,https://github.com/espruino/Espruino/commit/c36d30529118aa049797db43f111ddad468aad29,DoS Overflow 
CWE-787,CVE-2018-11593,C,Espruino,https://github.com/espruino/Espruino/commit/bed844f109b6c222816740555068de2e101e8018,DoS Overflow 
CWE-125,CVE-2018-11592,C,Espruino,https://github.com/espruino/Espruino/commit/8a44b04b584b3d3ab1cb68fed410f7ecb165e50e,DoS 
CWE-476,CVE-2018-11591,C,Espruino,https://github.com/espruino/Espruino/commit/b6d362f6a1f2de0b3e7604848116efb509196bf4,DoS 
CWE-190,CVE-2018-11590,C,Espruino,https://github.com/espruino/Espruino/commit/a0d7f432abee692402c00e8b615ff5982dde9780,DoS Overflow 
CWE-200,CVE-2018-11508,C,linux,https://github.com/torvalds/linux/commit/0a0b98734479aa5b3c671d5190e86273372cab95,+Info 
CWE-119,CVE-2018-11506,C,linux,https://github.com/torvalds/linux/commit/f7068114d45ec55996b9040e98111afa56e010fe,DoS Overflow 
CWE-125,CVE-2018-11384,C,radare2,https://github.com/radare/radare2/commit/77c47cf873dd55b396da60baa2ca83bbd39e4add,DoS 
CWE-416,CVE-2018-11383,C,radare2,https://github.com/radare/radare2/commit/9d348bcc2c4bbd3805e7eec97b594be9febbdf9a,DoS 
CWE-125,CVE-2018-11382,C,radare2,https://github.com/radare/radare2/commit/d04c78773f6959bcb427453f8e5b9824d5ba9eff,DoS 
CWE-125,CVE-2018-11381,C,radare2,https://github.com/radare/radare2/commit/3fcf41ed96ffa25b38029449520c8d0a198745f3,DoS 
CWE-125,CVE-2018-11380,C,radare2,https://github.com/radare/radare2/commit/60208765887f5f008b3b9a883f3addc8bdb9c134,DoS 
CWE-125,CVE-2018-11379,C,radare2,https://github.com/radare/radare2/commit/4e1cf0d3e6f6fe2552a269def0af1cd2403e266c,DoS 
CWE-119,CVE-2018-11378,C,radare2,https://github.com/radare/radare2/commit/bd276ef2fd8ac3401e65be7c126a43175ccfbcd7,Overflow 
CWE-125,CVE-2018-11377,C,radare2,https://github.com/radare/radare2/commit/25a3703ef2e015bbe1d1f16f6b2f63bb10dd34f4,DoS 
CWE-125,CVE-2018-11376,C,radare2,https://github.com/radare/radare2/commit/1f37c04f2a762500222dda2459e6a04646feeedf,DoS 
CWE-125,CVE-2018-11375,C,radare2,https://github.com/radare/radare2/commit/041e53cab7ca33481ae45ecd65ad596976d78e68,DoS 
CWE-125,CVE-2018-11363,C,PDFGen,https://github.com/AndreRenaud/PDFGen/commit/ee58aff6918b8bbc3be29b9e3089485ea46ff956,
CWE-20,CVE-2018-11232,C,linux,https://github.com/torvalds/linux/commit/f09444639099584bc4784dfcd85ada67c6f33e0f,DoS 
CWE-190,CVE-2018-11219,C,redis,https://github.com/antirez/redis/commit/e89086e09a38cc6713bcd4b9c29abf92cf393936,Overflow 
CWE-119,CVE-2018-11218,C,redis,https://github.com/antirez/redis/commit/5ccb6f7a791bf3490357b00a898885759d98bab0,Overflow Mem. Corr. 
CWE-119,CVE-2018-10940,C,linux,https://github.com/torvalds/linux/commit/9de4ee40547fd315d4a0ed1dd15a2fa3559ad707,Overflow 
CWE-20,CVE-2018-10916,C++,lftp,https://github.com/lavv17/lftp/commit/a27e07d90a4608ceaf928b1babb27d4d803e1992,
CWE-125,CVE-2018-10888,C,libgit2,https://github.com/libgit2/libgit2/commit/9844d38bed10e9ff17174434b3421b227ae710f3,DoS 
CWE-125,CVE-2018-10887,C,libgit2,https://github.com/libgit2/libgit2/commit/c1577110467b701dcbcf9439ac225ea851b47d22,DoS Overflow 
CWE-287,CVE-2018-10861,C++,ceph,https://github.com/ceph/ceph/commit/975528f632f73fbffa3f1fee304e3bbe3296cffc,
CWE-119,CVE-2018-10717,C,ngiflib,https://github.com/miniupnp/ngiflib/commit/cf429e0a2fe26b5f01ce0c8e9b79432e94509b6e,DoS Overflow 
CWE-119,CVE-2018-10677,C,ngiflib,https://github.com/miniupnp/ngiflib/commit/b588a2249c7abbfc52173e32ee11d6facef82f89,DoS Overflow 
CWE-416,CVE-2018-10675,C,linux,https://github.com/torvalds/linux/commit/73223e4e2e3867ebf033a5a8eb2e5df0158ccc99,DoS 
CWE-787,CVE-2018-10540,C,WavPack,https://github.com/dbry/WavPack/commit/6f8bb34c2993a48ab9afbe353e6d0cff7c8d821d,Overflow 
CWE-119,CVE-2018-10537,C,WavPack,https://github.com/dbry/WavPack/commit/26cb47f99d481ad9b93eeff80d26e6b63bbd7e15,Overflow 
CWE-125,CVE-2018-10529,C++,LibRaw,https://github.com/LibRaw/LibRaw/commit/f0c505a3e5d47989a5f69be2d0d4f250af6b1a6c,
CWE-125,CVE-2018-10528,C++,LibRaw,https://github.com/LibRaw/LibRaw/commit/895529fc2f2eb8bc633edd6b04b5b237eb4db564,Overflow 
CWE-125,CVE-2018-10360,C,file,https://github.com/file/file/commit/a642587a9c9e2dd7feacdf513c3643ce26ad3c22,DoS 
CWE-416,CVE-2018-10199,C,mruby,https://github.com/mruby/mruby/commit/b51b21fc63c9805862322551387d9036f2b63433,Exec Code 
CWE-190,CVE-2018-10191,C,mruby,https://github.com/mruby/mruby/commit/1905091634a6a2925c911484434448e568330626,Exec Code Overflow 
CWE-119,CVE-2018-10124,C,linux,https://github.com/torvalds/linux/commit/4ea77014af0d6205b05503d1c7aac6eace11d473,DoS Overflow 
CWE-20,CVE-2018-10087,C,linux,https://github.com/torvalds/linux/commit/dd83c161fbcc5d8be637ab159c0de015cbff5ba4,DoS 
CWE-476,CVE-2018-10074,C,linux,https://github.com/torvalds/linux/commit/9903e41ae1f5d50c93f268ca3304d4d7c64b9311,DoS 
,CVE-2018-10021,C,linux,https://github.com/torvalds/linux/commit/318aaf34f1179b39fa9c30fa0f3288b645beee39,DoS 
CWE-125,CVE-2018-10017,C,openmpt,https://github.com/OpenMPT/openmpt/commit/492022c7297ede682161d9c0ec2de15526424e76,DoS 
CWE-125,CVE-2018-9989,C,mbedtls,https://github.com/ARMmbed/mbedtls/commit/740b218386083dc708ce98ccc94a63a95cd5629e,
CWE-119,CVE-2018-9988,C,mbedtls,https://github.com/ARMmbed/mbedtls/commit/a1098f81c252b317ad34ea978aea2bc47760b215,Overflow 
CWE-674,CVE-2018-9918,C++,qpdf,https://github.com/qpdf/qpdf/commit/b4d6cf6836ce025ba1811b7bbec52680c7204223,DoS 
CWE-415,CVE-2018-9336,C,openvpn,https://github.com/OpenVPN/openvpn/commit/1394192b210cb3c6624a7419bcf3ff966742e79b,Mem. Corr. 
CWE-200,CVE-2018-9275,C,yubico-pam,https://github.com/Yubico/yubico-pam/commit/0f6ceabab0a8849b47f67d727aa526c2656089ba,+Info 
CWE-295,CVE-2018-8970,C,openbsd,https://github.com/libressl-portable/openbsd/commit/0654414afcce51a16d35d05060190a3ec4618d42,+Info 
CWE-362,CVE-2018-8897,C,linux,https://github.com/torvalds/linux/commit/d8ba61ba58c88d5207c1ba2f7d9a2280e7d03be9,
CWE-119,CVE-2018-8828,C,kamailio,https://github.com/kamailio/kamailio/commit/e1d8008a09d9390ebaf698abe8909e10dfec4097,Overflow 
CWE-125,CVE-2018-8789,C,FreeRDP,https://github.com/FreeRDP/FreeRDP/commit/2ee663f39dc8dac3d9988e847db19b2d7e3ac8c6,DoS 
CWE-787,CVE-2018-8788,C,FreeRDP,https://github.com/FreeRDP/FreeRDP/commit/d1112c279bd1a327e8e4d0b5f371458bf2579659,Exec Code Mem. Corr. 
CWE-190,CVE-2018-8787,C,FreeRDP,https://github.com/FreeRDP/FreeRDP/commit/09b9d4f1994a674c4ec85b4947aa656eda1aed8a,Exec Code Overflow Mem. Corr. 
CWE-119,CVE-2018-8786,C,FreeRDP,https://github.com/FreeRDP/FreeRDP/commit/445a5a42c500ceb80f8fa7f2c11f3682538033f3,Exec Code Overflow Mem. Corr. 
CWE-119,CVE-2018-8785,C,FreeRDP,https://github.com/FreeRDP/FreeRDP/commit/602f4a2e14b41703b5f431de3154cd46a5750a2d,Exec Code Overflow Mem. Corr. 
CWE-119,CVE-2018-8784,C,FreeRDP,https://github.com/FreeRDP/FreeRDP/commit/17c363a5162fd4dc77b1df54e48d7bd9bf6b3be7,Exec Code Overflow Mem. Corr. 
CWE-125,CVE-2018-8754,C,libevt,https://github.com/libyal/libevt/commit/444ca3ce7853538c577e0ec3f6146d2d65780734,
CWE-415,CVE-2018-8099,C,libgit2,https://github.com/libgit2/libgit2/commit/58a6fe94cb851f71214dbefac3f9bffee437d6fe,DoS 
CWE-190,CVE-2018-8098,C,libgit2,https://github.com/libgit2/libgit2/commit/3207ddb0103543da8ad2139ec6539f590f9900c1,DoS Overflow 
CWE-772,CVE-2018-8087,C,linux,https://github.com/torvalds/linux/commit/0ddcff49b672239dda94d70d0fcf50317a9f4b51,DoS 
CWE-20,CVE-2018-8050,C++,AFFLIBv3,https://github.com/sshock/AFFLIBv3/commit/435a2ca802358a3debb6d164d2c33049131df81c,DoS 
CWE-476,CVE-2018-8043,C,linux,https://github.com/torvalds/linux/commit/297a6961ffb8ff4dc66c9fbf53b924bd1dda05d5,DoS 
CWE-476,CVE-2018-7999,C++,graphite,https://github.com/silnrsi/graphite/commit/db132b4731a9b4c9534144ba3a18e65b390e9ff6,DoS 
CWE-362,CVE-2018-7998,C,libvips,https://github.com/jcupitt/libvips/commit/20d840e6da15c1574b3ed998bc92f91d1e36c2a5,DoS 
CWE-772,CVE-2018-7757,C,linux,https://github.com/torvalds/linux/commit/4a491b1ab11ca0556d2fda1ff1301e862a2d44c4,DoS 
CWE-119,CVE-2018-7752,C,gpac,https://github.com/gpac/gpac/commit/90dc7f853d31b0a4e9441cba97feccf36d8b69a4,Overflow 
,CVE-2018-7738,C,util-linux,https://github.com/karelzak/util-linux/commit/75f03badd7ed9f1dd951863d75e756883d3acc55,+Priv 
CWE-119,CVE-2018-7648,C,openjpeg,https://github.com/kbabioch/openjpeg/commit/6d8c0c06ee32dc03ba80acd48334e98728e56cf5,Overflow 
CWE-119,CVE-2018-7584,C,php-src,https://github.com/php/php-src/commit/523f230c831d7b33353203fa34aee4e92ac12bba,Overflow 
CWE-476,CVE-2018-7492,C,linux,https://github.com/torvalds/linux/commit/f3069c6d33f6ae63a1668737bc78aaaa51bff7ca,
CWE-119,CVE-2018-7485,C,unixODBC,https://github.com/lurcher/unixODBC/commit/45ef78e037f578b15fc58938a3a3251655e71d6f#diff-d52750c7ba4e594410438569d8e2963aL24,DoS Overflow 
CWE-415,CVE-2018-7480,C,linux,https://github.com/torvalds/linux/commit/9b54d816e00425c3a517514e0d677bb3cec49258,DoS 
CWE-125,CVE-2018-7254,C,WavPack,https://github.com/dbry/WavPack/commit/8e3fe45a7bac31d9a3b558ae0079e2d92a04799e,Overflow 
CWE-125,CVE-2018-7253,C,WavPack,https://github.com/dbry/WavPack/commit/36a24c7881427d2e1e4dc1cef58f19eee0d13aec,
CWE-119,CVE-2018-7247,C,leptonica,https://github.com/DanBloomberg/leptonica/commit/c1079bb8e77cdd426759e466729917ca37a3ed9f,Exec Code Overflow 
CWE-119,CVE-2018-7186,C,leptonica,https://github.com/DanBloomberg/leptonica/commit/ee301cb2029db8a6289c5295daa42bba7715e99a,DoS Overflow 
CWE-190,CVE-2018-6927,C,linux,https://github.com/torvalds/linux/commit/fbe0e839d1e22d88810f3ee3e2f1479be4c0aa4a,DoS Overflow 
CWE-693,CVE-2018-6794,C,suricata,https://github.com/OISF/suricata/pull/3202/commits/e1ef57c848bbe4e567d5d4b66d346a742e3f77a1,Bypass 
CWE-119,CVE-2018-6767,C,WavPack,https://github.com/dbry/WavPack/commit/d5bf76b5a88d044a1be1d5656698e3ba737167e5,Overflow 
CWE-119,CVE-2018-6758,C,uwsgi,https://github.com/unbit/uwsgi/commit/cb4636f7c0af2e97a4eef7a3cdcbd85a71247bfe,Overflow 
CWE-352,CVE-2018-6651,C,uncurl,https://github.com/chrisd1100/uncurl/commit/448cd13e7b18c83855d706c564341ddd1e38e769,Bypass 
CWE-125,CVE-2018-6611,C,openmpt,https://github.com/OpenMPT/openmpt/commit/61fc6d3030a4d4283105cb5fb46b27b42fa5575e,
CWE-436,CVE-2018-6560,C,flatpak,https://github.com/flatpak/flatpak/commit/52346bf187b5a7f1c0fe9075b328b7ad6abe78f6,
CWE-200,CVE-2018-6412,C,linux,https://github.com/torvalds/linux/commit/250c6c49e3b68756b14983c076183568636e2bde,+Info 
CWE-20,CVE-2018-6360,C,mpv,https://github.com/mpv-player/mpv/commit/e6e6b0dcc7e9b0dbf35154a179b3dc1fcfcaff43,Exec Code 
CWE-20,CVE-2018-6347,C++,proxygen,https://github.com/facebook/proxygen/commit/223e0aa6bc7590e86af1e917185a2e0efe160711,
CWE-388,CVE-2018-6346,C++,proxygen,https://github.com/facebook/proxygen/commit/52cf331743ebd74194d6343a6c2ec52bb917c982,
CWE-20,CVE-2018-6343,C++,proxygen,https://github.com/facebook/proxygen/commit/0600ebe59c3e82cd012def77ca9ca1918da74a71,DoS 
CWE-125,CVE-2018-6340,C++,hhvm,https://github.com/facebook/hhvm/commit/4bff3bfbe90d10451e4638c2118d1ad1117bb3e3,
CWE-119,CVE-2018-6337,C++,folly,https://github.com/facebook/folly/commit/8e927ee48b114c8a2f90d0cbd5ac753795a6761f,Overflow 
CWE-20,CVE-2018-6335,C++,hhvm,https://github.com/facebook/hhvm/commit/4cb57dd753a339654ca464c139db9871fe961d56,
CWE-20,CVE-2018-6334,C++,hhvm,https://github.com/facebook/hhvm/commit/6937de5544c3eead3466b75020d8382080ed0cff,
CWE-59,CVE-2018-6198,C,w3m,https://github.com/tats/w3m/commit/18dcbadf2771cdb0c18509b14e4e73505b242753,
CWE-476,CVE-2018-6197,C,w3m,https://github.com/tats/w3m/commit/7fdc83b0364005a0b5ed869230dd81752ba022e8,
CWE-835,CVE-2018-6196,C,w3m,https://github.com/tats/w3m/commit/8354763b90490d4105695df52674d0fcef823e92,
CWE-416,CVE-2018-5873,C,linux,https://github.com/torvalds/linux/commit/073c516ff73557a8f7315066856c04b50383ac34,
CWE-190,CVE-2018-5816,C++,LibRaw,https://github.com/LibRaw/LibRaw/commit/1d8d1b452e5dc74033ee9f846081a0efb616cc39,Overflow 
CWE-190,CVE-2018-5815,C++,LibRaw,https://github.com/LibRaw/LibRaw/commit/1334647862b0c90b2e8cb2f668e66627d9517b17,Overflow 
CWE-835,CVE-2018-5813,C++,LibRaw,https://github.com/LibRaw/LibRaw/commit/8260dcf3db045923a5ca5c05170f9bc7a4bd971a,
CWE-476,CVE-2018-5812,C++,LibRaw,https://github.com/LibRaw/LibRaw/commit/fd6330292501983ac75fe4162275794b18445bd9,
CWE-476,CVE-2018-5806,C++,LibRaw,https://github.com/LibRaw/LibRaw/commit/9f26ce37f5be86ea11bfc6831366558650b1f6ff,
CWE-125,CVE-2018-5802,C++,LibRaw,https://github.com/LibRaw/LibRaw/commit/0df5490b985c419de008d32168650bff17128914,
CWE-90,CVE-2018-5730,C,krb5,https://github.com/krb5/krb5/commit/e1caf6fb74981da62039846931ebdffed71309d1,
CWE-416,CVE-2018-5344,C,linux,https://github.com/torvalds/linux/commit/ae6650163c66a7eff1acd6eb8b0f752dcfa8eba5,DoS 
CWE-476,CVE-2018-5333,C,linux,https://github.com/torvalds/linux/commit/7d11f77f84b27cef452cee332f4e469503084737,
CWE-787,CVE-2018-5332,C,linux,https://github.com/torvalds/linux/commit/c095508770aebf1b9218e77026e48345d719b17c,
CWE-200,CVE-2018-1281,C++,ps-lite,https://github.com/dmlc/ps-lite/commit/4be817e8b03e7e92517e91f2dfcc50865e91c6ea,+Info 
CWE-369,CVE-2018-1152,C,libjpeg-turbo,https://github.com/libjpeg-turbo/libjpeg-turbo/commit/43e84cff1bb2bd8293066f6ac4eb0df61ddddbc6,DoS 
CWE-287,CVE-2018-1129,C++,ceph,https://github.com/ceph/ceph/commit/8f396cf35a3826044b089141667a196454c0a587,Bypass 
CWE-287,CVE-2018-1128,C++,ceph,https://github.com/ceph/ceph/commit/5ead97120e07054d80623dada90a5cc764c28468,
CWE-119,CVE-2018-1091,C,linux,https://github.com/torvalds/linux/commit/c1fa0768a8713b135848f78fd43ffc208d8ded70,DoS Overflow 
CWE-787,CVE-2018-1068,C,linux,https://github.com/torvalds/linux/commit/b71812168571fa55e44cdd0254471331b9c4c4c6,
CWE-476,CVE-2018-1066,C,linux,https://github.com/torvalds/linux/commit/cabfb3680f78981d26c078a26e5c748531257ebb,
CWE-476,CVE-2018-1065,C,linux,https://github.com/torvalds/linux/commit/57ebd808a97d7c5b1e1afb937c2db22beba3c1f8,DoS 
CWE-119,CVE-2018-0500,C,curl,https://github.com/curl/curl/commit/ba1dbd78e5f1ed67c1b8d37ac89d90e5e330b628,Overflow 
CWE-119,CVE-2018-0429,C,thor,https://github.com/cisco/thor/commit/18de8f9f0762c3a542b1122589edb8af859d9813,DoS Exec Code Overflow 
CWE-119,CVE-2017-1000494,C,miniupnp,https://github.com/miniupnp/miniupnp/commit/7aeb624b44f86d335841242ff427433190e7168a,DoS Overflow Mem. Corr. 
CWE-476,CVE-2017-1000471,C,goahead,https://github.com/embedthis/goahead/commit/5e6be61e42448f503e75e287dc332b1ecbf2a665#diff-7c9c60c790648b06210f57b9e2f53ca7,DoS Mem. Corr. 
CWE-190,CVE-2017-1000470,C,goahead,https://github.com/embedthis/goahead/commit/adeb4abc6c998c19524e09fde20c02b4a26765a3,DoS Overflow 
CWE-787,CVE-2017-1000458,C++,bro,https://github.com/bro/bro/commit/6c0f101a62489b1c5927b4ed63b0e1d37db40282,DoS 
CWE-119,CVE-2017-1000418,C,wildmidi,https://github.com/Mindwerks/wildmidi/commit/814f31d8eceda8401eb812fc2e94ed143fdad0ab,DoS Overflow 
CWE-369,CVE-2017-1000414,C++,JPEGsnoop,https://github.com/ImpulseAdventure/JPEGsnoop/commit/b4e458612d4294e0cfe01dbf1c0b09a07a8133a4#diff-cf9182aecc9d630e8db2e0e35f1eec65,DoS 
CWE-125,CVE-2017-18344,C,linux,https://github.com/torvalds/linux/commit/cef31d9af908243421258f1df35a4a644604efbe,
,CVE-2017-18270,C,linux,https://github.com/torvalds/linux/commit/237bbd29f7a049d310d907f4b2716a7feef9abf3,DoS 
CWE-835,CVE-2017-18261,C,linux,https://github.com/torvalds/linux/commit/adb4f11e0a8f4e29900adb2b7af28b6bbd5c1fa4,DoS 
CWE-190,CVE-2017-18257,C,linux,https://github.com/torvalds/linux/commit/b86e33075ed1909d8002745b56ecf73b833db143,DoS Overflow 
CWE-190,CVE-2017-18255,C,linux,https://github.com/torvalds/linux/commit/1572e45a924f254d9570093abde46430c3172e3d,DoS Overflow 
CWE-362,CVE-2017-18249,C,linux,https://github.com/torvalds/linux/commit/30a61ddf8117c26ac5b295e1233eaa9629a94ca3,DoS 
CWE-20,CVE-2017-18248,C,cups,https://github.com/apple/cups/commit/49fa4983f25b64ec29d548ffa3b9782426007df3,
CWE-476,CVE-2017-18241,C,linux,https://github.com/torvalds/linux/commit/d4fdf8ba0e5808ba9ad6b44337783bd9935e0982,DoS 
,CVE-2017-18232,C,linux,https://github.com/torvalds/linux/commit/0558f33c06bb910e2879e355192227a8e8f0219d,DoS 
CWE-362,CVE-2017-18224,C,linux,https://github.com/torvalds/linux/commit/3e4c56d41eef5595035872a2ec5a483f42e8917f,DoS 
CWE-119,CVE-2017-18222,C,linux,https://github.com/torvalds/linux/commit/412b65d15a7f8a93794653968308fc100f2aa87c,DoS Overflow Mem. Corr. 
CWE-20,CVE-2017-18221,C,linux,https://github.com/torvalds/linux/commit/70feee0e1ef331b22cc51f383d532a0d043fbdcc,DoS 
CWE-416,CVE-2017-18218,C,linux,https://github.com/torvalds/linux/commit/27463ad99f738ed93c7c8b3e2e5bc8c4853a2ff2,DoS 
CWE-476,CVE-2017-18216,C,linux,https://github.com/torvalds/linux/commit/853bc26a7ea39e354b9f8889ae7ad1492ffa28d2,DoS 
CWE-835,CVE-2017-18208,C,linux,https://github.com/torvalds/linux/commit/6ea8d958a2c95a1d514015d4e29ba21a8c0a1a91,DoS 
,CVE-2017-18204,C,linux,https://github.com/torvalds/linux/commit/28f5a8a7c033cbf3e32277f4cc9c6afd74f05300,DoS 
CWE-362,CVE-2017-18203,C,linux,https://github.com/torvalds/linux/commit/b9a41d21dceadf8104812626ef85dc56ee8a60ed,DoS 
CWE-416,CVE-2017-18202,C,linux,https://github.com/torvalds/linux/commit/687cb0884a714ff484d038e9190edc874edcf146,DoS 
CWE-20,CVE-2017-18200,C,linux,https://github.com/torvalds/linux/commit/638164a2718f337ea224b747cf5977ef143166a4,DoS 
CWE-119,CVE-2017-18193,C,linux,https://github.com/torvalds/linux/commit/dad48e73127ba10279ea33e6dbc8d3905c4d31c0,DoS Overflow 
CWE-290,CVE-2017-18190,C,cups,https://github.com/apple/cups/commit/afa80cb2b457bf8d64f775bed307588610476c41,Exec Code 
CWE-190,CVE-2017-18187,C,mbedtls,https://github.com/ARMmbed/mbedtls/commit/83c9f495ffe70c7dd280b41fdfd4881485a3bc28,Overflow Bypass 
CWE-835,CVE-2017-18186,C++,qpdf,https://github.com/qpdf/qpdf/commit/85f05cc57ffa0a863d9d9b23e73acea9410b2937,
CWE-125,CVE-2017-18185,C++,qpdf,https://github.com/qpdf/qpdf/commit/ec7d74a386c0b2f38990079c3b0d2a2b30be0e71,Overflow 
CWE-125,CVE-2017-18184,C++,qpdf,https://github.com/qpdf/qpdf/commit/dea704f0ab7f625e1e7b3f9a1110b45b63157317,
CWE-835,CVE-2017-18183,C++,qpdf,https://github.com/qpdf/qpdf/commit/8249a26d69f72b9cda584c14cc3f12769985e481,
CWE-415,CVE-2017-18174,C,linux,https://github.com/torvalds/linux/commit/8dca4a41f1ad65043a78c2338d9725f859c8d2c3,
CWE-415,CVE-2017-18120,C,gifsicle,https://github.com/kohler/gifsicle/commit/118a46090c50829dc543179019e6140e1235f909,
CWE-476,CVE-2017-18079,C,linux,https://github.com/torvalds/linux/commit/340d394a789518018f834ff70f7534fc463d3226,DoS 
CWE-763,CVE-2017-18075,C,linux,https://github.com/torvalds/linux/commit/d76c68109f37cb85b243a1cf0f40313afd2bae68,DoS 
CWE-416,CVE-2017-18017,C,linux,https://github.com/torvalds/linux/commit/2638fd0f92d4397884fd991d8f4925cb3f081901,DoS Mem. Corr. 
CWE-125,CVE-2017-16910,C++,LibRaw,https://github.com/LibRaw/LibRaw/commit/5563e6ddc3f7cb93d98b491194ceebdee7288d36,DoS 
CWE-119,CVE-2017-16909,C++,LibRaw,https://github.com/LibRaw/LibRaw/commit/f1394822a0152ceed77815eafa5cac4e8baab10a,Overflow 
,CVE-2017-15365,C++,server,https://github.com/MariaDB/server/commit/0b5a5258abbeaf8a0c3a18c7e753699787fdf46e,Bypass 
CWE-416,CVE-2017-15129,C,linux,https://github.com/torvalds/linux/commit/21b5944350052d2583e82dd59b19a9ba94a007f0,Mem. Corr. 
CWE-119,CVE-2017-15128,C,linux,https://github.com/torvalds/linux/commit/1e3921471354244f70fe268586ff94a97a6dd4df,DoS Overflow 
,CVE-2017-15127,C,linux,https://github.com/torvalds/linux/commit/5af10dfd0afc559bb4b0f7e3e8227a1578333995,DoS 
CWE-416,CVE-2017-15126,C,linux,https://github.com/torvalds/linux/commit/384632e67e0829deb8015ee6ad916b180049d252,
CWE-400,CVE-2017-9732,C,knc,https://github.com/elric1/knc/commit/f237f3e09ecbaf59c897f5046538a7b1a3fa40c1,DoS 
CWE-287,CVE-2017-7562,C,krb5,https://github.com/krb5/krb5/pull/694/commits/b7af544e50a4d8291524f590e20dd44430bf627d,Bypass 
CWE-59,CVE-2017-7500,C,rpm,https://github.com/rpm-software-management/rpm/commit/c815822c8bdb138066ff58c624ae83e3a12ebfa9,+Priv 
CWE-362,CVE-2017-2616,C,util-linux,https://github.com/karelzak/util-linux/commit/dffab154d29a288aa171ff50263ecc8f2e14a891,
CWE-20,CVE-2016-10544,C++,uWebSockets,https://github.com/uWebSockets/uWebSockets/commit/37deefd01f0875e133ea967122e3a5e421b8fcd9,
CWE-119,CVE-2016-9586,C,curl,https://github.com/curl/curl/commit/curl-7_51_0-162-g3ab3c16,Overflow 
CWE-125,CVE-2016-9583,C,jasper,https://github.com/mdadams/jasper/commit/aa0b0f79ade5eef8b0e7a214c03f5af54b36ba7d,
CWE-119,CVE-2016-8654,C,jasper,https://github.com/mdadams/jasper/commit/4a59cfaf9ab3d48fca4a15c0d2674bf7138e3d1a,Overflow 
CWE-285,CVE-2016-7035,C,pacemaker,https://github.com/ClusterLabs/pacemaker/commit/5d71e65049,+Priv 
CWE-787,CVE-2016-5314,C,libtiff,https://github.com/vadz/libtiff/commit/391e77fcd217e78b2c51342ac3ddb7100ecacdd2,DoS Overflow 
